hTeam,vteam,hScore,vScore
NY Rangers Rangers,Edmonton Oilers,1,3
Philadelphia Flyers,Edmonton Oilers,4,1
Toronto Maple Leafs,Washington Capitals,6,2
Arizona Coyotes,San Diego Sockers,1,1
Vancouver Canucks,Nashville Predators,1,3
NY Rangers Rangers,Carolina Hurricanes,1,0
Carolina Hurricanes,Boston Bruins,1,2
St Louis Blues,Chicago Blackhawks,3,2
Winnipeg Jets,Florida Panthers,8,2
Chicago Blackhawks,Minnesota Wild,5,3
Washington Capitals,Colorado Avalanche,2,1
NY Islanders Islanders,Montreal Canadiens,1,3
Chicago Blackhawks,San Jose Sharks,5,2
Detroit Red Wings,Calgary Flames,2,5
Washington Capitals,NY Islanders Islanders,5,2
Edmonton Oilers,Los Angeles Kings,2,2
Detroit Red Wings,Winnipeg Jets,4,4
New Jersey Devils,Chicago Blackhawks,2,2
Buffalo Sabres,Florida Panthers,0,2
Tampa Bay Lightning,Boston Bruins,2,2
Nashville Predators,Detroit Red Wings,3,4
Carolina Hurricanes,Winnipeg Jets,1,3
Winnipeg Jets,Minnesota Wild,2,1
Winnipeg Jets,St Louis Blues,1,1
Vancouver Canucks,Edmonton Oilers,4,4
Florida Panthers,Detroit Red Wings,4,5
St Louis Blues,Vancouver Canucks,1,4
Florida Panthers,Arizona Coyotes,2,1
Buffalo Sabres,Toronto Maple Leafs,6,2
Winnipeg Jets,Colorado Avalanche,6,2
Florida Panthers,Los Angeles Kings,3,2
Los Angeles Kings,Boston Bruins,2,0
Buffalo Sabres,Dallas Stars,3,2
NY Islanders Islanders,Philadelphia Flyers,0,0
Tampa Bay Lightning,Ottawa Senators,2,2
Edmonton Oilers,Minnesota Wild,1,2
Buffalo Sabres,Winnipeg Jets,1,2
Colorado Avalanche,Vancouver Canucks,7,3
Tampa Bay Lightning,Vancouver Canucks,4,1
Winnipeg Jets,NY Islanders Islanders,2,5
Boston Bruins,Ottawa Senators,4,2
Calgary Flames,Edmonton Oilers,4,1
Carolina Hurricanes,Philadelphia Flyers,2,1
Toronto Maple Leafs,NY Rangers Rangers,5,4
Florida Panthers,Montreal Canadiens,1,4
Washington Capitals,Winnipeg Jets,5,1
Los Angeles Kings,Toronto Maple Leafs,2,0
St Louis Blues,Calgary Flames,4,1
Toronto Maple Leafs,Pittsburgh Penguins,2,5
Calgary Flames,San Diego Sockers,6,3
Buffalo Sabres,Minnesota Wild,0,7
Pittsburgh Penguins,NY Rangers Rangers,2,5
New Jersey Devils,Pittsburgh Penguins,2,0
Pittsburgh Penguins,Washington Capitals,1,3
Tampa Bay Lightning,San Diego Sockers,5,3
NY Rangers Rangers,Dallas Stars,2,3
Buffalo Sabres,Ottawa Senators,1,2
Pittsburgh Penguins,Dallas Stars,2,3
New Jersey Devils,Pittsburgh Penguins,3,1
Dallas Stars,Arizona Coyotes,3,1
Winnipeg Jets,Ottawa Senators,1,3
Montreal Canadiens,Boston Bruins,5,1
Los Angeles Kings,Dallas Stars,0,2
Philadelphia Flyers,Carolina Hurricanes,5,1
New Jersey Devils,Arizona Coyotes,3,0
San Jose Sharks,Los Angeles Kings,4,2
Minnesota Wild,Winnipeg Jets,0,2
New Jersey Devils,Carolina Hurricanes,1,1
Dallas Stars,Minnesota Wild,7,1
Calgary Flames,Toronto Maple Leafs,6,3
Tampa Bay Lightning,Buffalo Sabres,2,1
Minnesota Wild,Tampa Bay Lightning,7,2
Boston Bruins,Calgary Flames,3,3
Arizona Coyotes,Vancouver Canucks,2,2
Colorado Avalanche,Arizona Coyotes,5,2
Montreal Canadiens,Colorado Avalanche,3,2
Buffalo Sabres,Columbus Blue Jackets,1,3
Colorado Avalanche,Columbus Blue Jackets,3,4
NY Rangers Rangers,Pittsburgh Penguins,5,0
NY Rangers Rangers,Toronto Maple Leafs,3,6
Dallas Stars,Edmonton Oilers,3,2
Buffalo Sabres,Nashville Predators,1,1
Edmonton Oilers,New Jersey Devils,0,2
St Louis Blues,Florida Panthers,4,2
Buffalo Sabres,San Diego Sockers,1,5
Chicago Blackhawks,NY Islanders Islanders,4,1
Montreal Canadiens,Washington Capitals,1,0
Calgary Flames,Detroit Red Wings,2,3
Los Angeles Kings,Vancouver Canucks,1,4
Florida Panthers,Detroit Red Wings,3,1
Tampa Bay Lightning,Toronto Maple Leafs,3,2
Nashville Predators,Minnesota Wild,2,4
Ottawa Senators,Chicago Blackhawks,4,4
Minnesota Wild,San Jose Sharks,3,4
Pittsburgh Penguins,New Jersey Devils,1,0
St Louis Blues,Boston Bruins,5,1
Winnipeg Jets,Nashville Predators,0,2
San Diego Sockers,Winnipeg Jets,4,4
Detroit Red Wings,San Jose Sharks,4,6
Nashville Predators,Winnipeg Jets,3,1
Pittsburgh Penguins,Vancouver Canucks,0,3
Los Angeles Kings,Colorado Avalanche,3,1
Montreal Canadiens,Florida Panthers,2,2
San Jose Sharks,NY Rangers Rangers,1,3
Toronto Maple Leafs,Boston Bruins,1,4
St Louis Blues,Winnipeg Jets,0,1
Toronto Maple Leafs,Florida Panthers,1,4
Minnesota Wild,Dallas Stars,4,1
St Louis Blues,San Diego Sockers,2,0
Chicago Blackhawks,Boston Bruins,2,6
Calgary Flames,Dallas Stars,3,3
Tampa Bay Lightning,Nashville Predators,2,3
New Jersey Devils,San Jose Sharks,2,4
Detroit Red Wings,Pittsburgh Penguins,4,3
Detroit Red Wings,San Diego Sockers,2,3
San Jose Sharks,Philadelphia Flyers,2,1
Edmonton Oilers,Chicago Blackhawks,5,2
San Diego Sockers,Chicago Blackhawks,1,4
Philadelphia Flyers,NY Islanders Islanders,2,2
Ottawa Senators,Boston Bruins,1,3
Toronto Maple Leafs,Washington Capitals,2,6
Buffalo Sabres,Carolina Hurricanes,4,3
NY Rangers Rangers,Colorado Avalanche,3,3
Colorado Avalanche,Montreal Canadiens,3,4
Philadelphia Flyers,Detroit Red Wings,7,2
Arizona Coyotes,Boston Bruins,2,5
Columbus Blue Jackets,Washington Capitals,4,3
Winnipeg Jets,San Jose Sharks,2,3
Carolina Hurricanes,Calgary Flames,4,1
New Jersey Devils,Nashville Predators,3,1
Tampa Bay Lightning,Washington Capitals,4,3
Vancouver Canucks,New Jersey Devils,2,0
Montreal Canadiens,Pittsburgh Penguins,1,2
San Diego Sockers,Los Angeles Kings,4,2
Washington Capitals,San Jose Sharks,5,5
Columbus Blue Jackets,Carolina Hurricanes,2,3
Vancouver Canucks,Washington Capitals,4,2
Montreal Canadiens,Dallas Stars,3,2
Chicago Blackhawks,Winnipeg Jets,2,4
Philadelphia Flyers,Dallas Stars,1,2
Dallas Stars,Tampa Bay Lightning,3,5
Vancouver Canucks,St Louis Blues,5,5
Carolina Hurricanes,Vancouver Canucks,0,3
San Diego Sockers,Columbus Blue Jackets,4,1
Winnipeg Jets,San Jose Sharks,5,2
Ottawa Senators,Buffalo Sabres,3,2
Edmonton Oilers,Philadelphia Flyers,5,4
Tampa Bay Lightning,Pittsburgh Penguins,4,3
Tampa Bay Lightning,Toronto Maple Leafs,4,2
Philadelphia Flyers,Chicago Blackhawks,4,1
San Diego Sockers,Detroit Red Wings,3,3
Minnesota Wild,Washington Capitals,2,3
NY Rangers Rangers,NY Islanders Islanders,3,6
NY Rangers Rangers,Winnipeg Jets,0,0
Ottawa Senators,Columbus Blue Jackets,3,2
Vancouver Canucks,Minnesota Wild,3,2
Edmonton Oilers,Boston Bruins,3,3
New Jersey Devils,Montreal Canadiens,2,4
Calgary Flames,Edmonton Oilers,4,2
Edmonton Oilers,Florida Panthers,2,4
Columbus Blue Jackets,Nashville Predators,1,5
Ottawa Senators,Philadelphia Flyers,1,1
Florida Panthers,Columbus Blue Jackets,3,2
NY Islanders Islanders,Toronto Maple Leafs,2,5
Los Angeles Kings,Arizona Coyotes,1,0
Columbus Blue Jackets,Washington Capitals,4,5
San Diego Sockers,Carolina Hurricanes,5,4
Winnipeg Jets,Arizona Coyotes,3,3
Philadelphia Flyers,Washington Capitals,3,2
Montreal Canadiens,St Louis Blues,4,1
Montreal Canadiens,Philadelphia Flyers,2,1
Carolina Hurricanes,Florida Panthers,0,2
Montreal Canadiens,Ottawa Senators,4,1
Colorado Avalanche,Pittsburgh Penguins,3,1
Washington Capitals,Chicago Blackhawks,3,2
St Louis Blues,Dallas Stars,3,4
Los Angeles Kings,Columbus Blue Jackets,5,2
Los Angeles Kings,Edmonton Oilers,8,2
San Jose Sharks,Edmonton Oilers,4,3
San Jose Sharks,Vancouver Canucks,1,3
Montreal Canadiens,Detroit Red Wings,2,1
Toronto Maple Leafs,Detroit Red Wings,1,4
Detroit Red Wings,Columbus Blue Jackets,1,3
Washington Capitals,NY Rangers Rangers,1,3
Minnesota Wild,Columbus Blue Jackets,1,3
Arizona Coyotes,Ottawa Senators,1,5
Winnipeg Jets,Minnesota Wild,2,3
Nashville Predators,Dallas Stars,4,1
Arizona Coyotes,Colorado Avalanche,2,5
Edmonton Oilers,Nashville Predators,1,4
Edmonton Oilers,Chicago Blackhawks,1,7
Toronto Maple Leafs,Philadelphia Flyers,3,2
San Jose Sharks,Nashville Predators,2,0
Edmonton Oilers,Carolina Hurricanes,6,3
San Jose Sharks,Chicago Blackhawks,2,0
Boston Bruins,NY Rangers Rangers,3,0
Buffalo Sabres,Montreal Canadiens,2,1
Colorado Avalanche,Calgary Flames,3,2
Nashville Predators,Carolina Hurricanes,3,2
San Diego Sockers,Calgary Flames,3,2
Carolina Hurricanes,Detroit Red Wings,1,3
Carolina Hurricanes,Minnesota Wild,1,3
Detroit Red Wings,Montreal Canadiens,1,4
Washington Capitals,Ottawa Senators,2,1
San Jose Sharks,Edmonton Oilers,4,4
Columbus Blue Jackets,San Jose Sharks,2,1
St Louis Blues,Nashville Predators,4,4
Boston Bruins,Los Angeles Kings,3,1
Minnesota Wild,San Jose Sharks,3,3
Vancouver Canucks,Los Angeles Kings,0,4
Los Angeles Kings,NY Islanders Islanders,1,1
New Jersey Devils,Vancouver Canucks,4,2
San Jose Sharks,Colorado Avalanche,5,1
Pittsburgh Penguins,Nashville Predators,0,4
Carolina Hurricanes,New Jersey Devils,1,2
Montreal Canadiens,San Diego Sockers,1,2
Nashville Predators,Colorado Avalanche,4,3
Washington Capitals,Edmonton Oilers,4,4
Boston Bruins,Dallas Stars,3,5
Tampa Bay Lightning,New Jersey Devils,1,2
Chicago Blackhawks,Philadelphia Flyers,4,0
St Louis Blues,Edmonton Oilers,4,3
Pittsburgh Penguins,Florida Panthers,3,1
Minnesota Wild,Chicago Blackhawks,3,0
Los Angeles Kings,Detroit Red Wings,1,0
Columbus Blue Jackets,Toronto Maple Leafs,5,0
Minnesota Wild,St Louis Blues,2,2
NY Rangers Rangers,Detroit Red Wings,4,3
Tampa Bay Lightning,Dallas Stars,5,4
Ottawa Senators,St Louis Blues,2,3
Toronto Maple Leafs,Edmonton Oilers,5,1
Colorado Avalanche,Vancouver Canucks,2,5
Winnipeg Jets,Chicago Blackhawks,3,4
Dallas Stars,Detroit Red Wings,6,7
Tampa Bay Lightning,New Jersey Devils,4,3
Colorado Avalanche,Washington Capitals,2,3
Detroit Red Wings,Edmonton Oilers,5,2
Montreal Canadiens,Edmonton Oilers,3,4
Montreal Canadiens,San Jose Sharks,2,0
St Louis Blues,Colorado Avalanche,3,0
St Louis Blues,Philadelphia Flyers,0,0
Arizona Coyotes,NY Rangers Rangers,1,5
Ottawa Senators,Toronto Maple Leafs,4,3
Florida Panthers,San Jose Sharks,4,1
St Louis Blues,New Jersey Devils,4,3
Tampa Bay Lightning,Buffalo Sabres,5,0
Arizona Coyotes,San Diego Sockers,1,2
Vancouver Canucks,Ottawa Senators,4,3
Chicago Blackhawks,San Diego Sockers,0,1
NY Islanders Islanders,Ottawa Senators,1,2
Montreal Canadiens,Los Angeles Kings,6,2
Tampa Bay Lightning,Chicago Blackhawks,4,0
Florida Panthers,Winnipeg Jets,4,2
Arizona Coyotes,Calgary Flames,1,4
Tampa Bay Lightning,Arizona Coyotes,7,3
Toronto Maple Leafs,Florida Panthers,2,3
Montreal Canadiens,NY Rangers Rangers,3,1
Tampa Bay Lightning,Boston Bruins,5,3
Vancouver Canucks,Detroit Red Wings,4,1
Philadelphia Flyers,St Louis Blues,3,1
Washington Capitals,Nashville Predators,3,4
Buffalo Sabres,Vancouver Canucks,6,3
Colorado Avalanche,Nashville Predators,3,2
Edmonton Oilers,San Jose Sharks,2,1
Edmonton Oilers,Los Angeles Kings,2,5
Vancouver Canucks,Tampa Bay Lightning,2,4
Arizona Coyotes,Nashville Predators,1,5
Calgary Flames,San Diego Sockers,3,6
San Diego Sockers,San Jose Sharks,1,4
San Jose Sharks,Boston Bruins,7,4
NY Islanders Islanders,Buffalo Sabres,3,0
Chicago Blackhawks,Carolina Hurricanes,5,2
Detroit Red Wings,Arizona Coyotes,4,5
Columbus Blue Jackets,Montreal Canadiens,2,5
Washington Capitals,Montreal Canadiens,1,1
Tampa Bay Lightning,Columbus Blue Jackets,3,1
Los Angeles Kings,Nashville Predators,6,7
Calgary Flames,Ottawa Senators,4,2
Boston Bruins,San Diego Sockers,2,3
Minnesota Wild,Los Angeles Kings,0,4
San Jose Sharks,Minnesota Wild,2,1
Minnesota Wild,Carolina Hurricanes,6,3
NY Islanders Islanders,New Jersey Devils,3,1
Minnesota Wild,Calgary Flames,4,2
Edmonton Oilers,Calgary Flames,2,5
Montreal Canadiens,Carolina Hurricanes,4,1
NY Rangers Rangers,Montreal Canadiens,0,1
Toronto Maple Leafs,Ottawa Senators,4,3
NY Rangers Rangers,Florida Panthers,6,3
Florida Panthers,St Louis Blues,1,1
Nashville Predators,Los Angeles Kings,3,3
Edmonton Oilers,Vancouver Canucks,4,5
Dallas Stars,Vancouver Canucks,6,3
Minnesota Wild,Colorado Avalanche,1,0
Pittsburgh Penguins,Calgary Flames,3,1
New Jersey Devils,Colorado Avalanche,2,3
New Jersey Devils,Philadelphia Flyers,5,2
Ottawa Senators,Washington Capitals,4,3
Detroit Red Wings,Los Angeles Kings,5,2
Calgary Flames,Colorado Avalanche,4,3
Carolina Hurricanes,Buffalo Sabres,3,3
Calgary Flames,NY Rangers Rangers,2,5
Vancouver Canucks,San Jose Sharks,2,6
Pittsburgh Penguins,San Jose Sharks,2,2
Florida Panthers,New Jersey Devils,1,5
Los Angeles Kings,NY Rangers Rangers,3,4
Calgary Flames,Montreal Canadiens,1,1
NY Islanders Islanders,Washington Capitals,3,2
Los Angeles Kings,San Jose Sharks,4,1
Buffalo Sabres,St Louis Blues,0,3
San Diego Sockers,Buffalo Sabres,4,1
Nashville Predators,Winnipeg Jets,1,3
Winnipeg Jets,San Diego Sockers,3,4
Ottawa Senators,NY Islanders Islanders,1,2
Arizona Coyotes,San Diego Sockers,1,4
Philadelphia Flyers,Tampa Bay Lightning,1,3
Buffalo Sabres,Pittsburgh Penguins,1,6
Philadelphia Flyers,Arizona Coyotes,3,3
NY Rangers Rangers,Columbus Blue Jackets,4,3
NY Islanders Islanders,Nashville Predators,5,2
Minnesota Wild,Nashville Predators,5,6
Detroit Red Wings,Philadelphia Flyers,5,2
Chicago Blackhawks,Winnipeg Jets,1,5
Toronto Maple Leafs,San Diego Sockers,6,2
San Jose Sharks,Pittsburgh Penguins,1,1
Carolina Hurricanes,NY Islanders Islanders,1,4
Winnipeg Jets,Colorado Avalanche,5,3
Washington Capitals,Detroit Red Wings,2,4
Washington Capitals,Pittsburgh Penguins,4,0
Pittsburgh Penguins,San Diego Sockers,6,4
Calgary Flames,NY Islanders Islanders,1,2
Calgary Flames,Minnesota Wild,0,1
Calgary Flames,St Louis Blues,0,4
Ottawa Senators,San Jose Sharks,5,2
Tampa Bay Lightning,Winnipeg Jets,1,2
Edmonton Oilers,Calgary Flames,0,4
NY Islanders Islanders,St Louis Blues,4,6
Calgary Flames,Vancouver Canucks,2,4
Edmonton Oilers,St Louis Blues,1,2
Pittsburgh Penguins,Tampa Bay Lightning,4,2
NY Islanders Islanders,Carolina Hurricanes,4,3
St Louis Blues,Tampa Bay Lightning,2,1
Colorado Avalanche,St Louis Blues,2,3
San Diego Sockers,NY Rangers Rangers,1,4
Edmonton Oilers,Arizona Coyotes,2,5
Nashville Predators,Pittsburgh Penguins,0,3
Vancouver Canucks,Toronto Maple Leafs,4,1
Minnesota Wild,St Louis Blues,6,3
Philadelphia Flyers,New Jersey Devils,4,1
Boston Bruins,Washington Capitals,0,4
Dallas Stars,New Jersey Devils,4,3
Chicago Blackhawks,Dallas Stars,3,6
Columbus Blue Jackets,Arizona Coyotes,1,4
San Jose Sharks,Detroit Red Wings,2,3
San Diego Sockers,Nashville Predators,3,3
San Jose Sharks,Edmonton Oilers,5,2
San Diego Sockers,Ottawa Senators,0,3
San Jose Sharks,Calgary Flames,1,4
St Louis Blues,Montreal Canadiens,2,5
Florida Panthers,Chicago Blackhawks,0,3
St Louis Blues,Chicago Blackhawks,2,4
Arizona Coyotes,San Jose Sharks,5,3
Arizona Coyotes,Buffalo Sabres,1,4
Florida Panthers,Buffalo Sabres,5,3
Vancouver Canucks,Pittsburgh Penguins,5,0
Columbus Blue Jackets,Minnesota Wild,3,1
San Jose Sharks,Washington Capitals,4,5
Ottawa Senators,Nashville Predators,3,2
Chicago Blackhawks,Calgary Flames,1,2
Philadelphia Flyers,Toronto Maple Leafs,1,0
Washington Capitals,Carolina Hurricanes,4,3
Vancouver Canucks,Philadelphia Flyers,4,1
Pittsburgh Penguins,Toronto Maple Leafs,4,3
Minnesota Wild,Toronto Maple Leafs,3,1
NY Rangers Rangers,New Jersey Devils,3,1
Arizona Coyotes,St Louis Blues,1,6
St Louis Blues,NY Rangers Rangers,2,3
Carolina Hurricanes,Philadelphia Flyers,4,1
Los Angeles Kings,Edmonton Oilers,6,1
Toronto Maple Leafs,Chicago Blackhawks,3,2
Calgary Flames,Arizona Coyotes,5,3
Boston Bruins,Toronto Maple Leafs,3,3
Montreal Canadiens,Tampa Bay Lightning,2,4
Pittsburgh Penguins,Philadelphia Flyers,3,5
Arizona Coyotes,Nashville Predators,1,2
Montreal Canadiens,New Jersey Devils,6,2
Washington Capitals,Boston Bruins,2,0
Washington Capitals,Philadelphia Flyers,1,3
Boston Bruins,Ottawa Senators,2,3
Tampa Bay Lightning,Minnesota Wild,2,1
Carolina Hurricanes,New Jersey Devils,3,1
Los Angeles Kings,Arizona Coyotes,4,2
Boston Bruins,Philadelphia Flyers,2,1
San Diego Sockers,San Jose Sharks,3,2
Edmonton Oilers,Ottawa Senators,3,4
Calgary Flames,Washington Capitals,1,3
Vancouver Canucks,Calgary Flames,3,2
Boston Bruins,NY Islanders Islanders,2,3
Pittsburgh Penguins,Washington Capitals,0,3
San Jose Sharks,Los Angeles Kings,1,2
Philadelphia Flyers,Florida Panthers,4,1
San Jose Sharks,Florida Panthers,2,2
Vancouver Canucks,Arizona Coyotes,5,0
Washington Capitals,Tampa Bay Lightning,4,2
Ottawa Senators,Carolina Hurricanes,2,3
San Jose Sharks,Vancouver Canucks,2,3
Pittsburgh Penguins,New Jersey Devils,8,3
Arizona Coyotes,Washington Capitals,1,2
NY Islanders Islanders,Columbus Blue Jackets,6,3
Detroit Red Wings,Montreal Canadiens,0,2
Florida Panthers,Columbus Blue Jackets,3,3
NY Islanders Islanders,NY Rangers Rangers,1,2
Vancouver Canucks,Colorado Avalanche,1,4
Chicago Blackhawks,Minnesota Wild,1,2
Columbus Blue Jackets,Washington Capitals,3,5
San Jose Sharks,Tampa Bay Lightning,2,5
NY Rangers Rangers,San Diego Sockers,7,2
Tampa Bay Lightning,Carolina Hurricanes,2,1
Edmonton Oilers,Columbus Blue Jackets,3,3
Philadelphia Flyers,Minnesota Wild,2,3
San Diego Sockers,Tampa Bay Lightning,1,4
Toronto Maple Leafs,Columbus Blue Jackets,5,2
Tampa Bay Lightning,Buffalo Sabres,3,0
St Louis Blues,Minnesota Wild,1,3
Minnesota Wild,Montreal Canadiens,2,1
Tampa Bay Lightning,Montreal Canadiens,4,2
Arizona Coyotes,Vancouver Canucks,1,3
Florida Panthers,Edmonton Oilers,2,2
Buffalo Sabres,Calgary Flames,4,3
Buffalo Sabres,Philadelphia Flyers,1,2
Montreal Canadiens,Toronto Maple Leafs,1,1
Detroit Red Wings,NY Rangers Rangers,2,1
NY Islanders Islanders,Los Angeles Kings,2,3
Washington Capitals,Carolina Hurricanes,4,2
Arizona Coyotes,Colorado Avalanche,3,4
Montreal Canadiens,Carolina Hurricanes,4,0
Winnipeg Jets,Montreal Canadiens,5,2
New Jersey Devils,Minnesota Wild,3,1
NY Rangers Rangers,Carolina Hurricanes,1,1
St Louis Blues,Columbus Blue Jackets,2,4
St Louis Blues,Calgary Flames,4,1
Pittsburgh Penguins,Detroit Red Wings,1,5
Boston Bruins,NY Islanders Islanders,2,1
Calgary Flames,Los Angeles Kings,3,1
New Jersey Devils,Columbus Blue Jackets,3,2
Nashville Predators,Washington Capitals,4,3
Edmonton Oilers,Minnesota Wild,0,4
San Diego Sockers,Edmonton Oilers,2,1
Calgary Flames,Los Angeles Kings,2,1
Washington Capitals,Toronto Maple Leafs,4,0
Nashville Predators,Philadelphia Flyers,4,1
San Diego Sockers,Colorado Avalanche,3,2
Minnesota Wild,Detroit Red Wings,2,2
Washington Capitals,Philadelphia Flyers,1,0
Colorado Avalanche,Edmonton Oilers,1,1
Calgary Flames,Dallas Stars,1,2
Arizona Coyotes,Edmonton Oilers,2,1
Arizona Coyotes,Dallas Stars,3,4
NY Rangers Rangers,Chicago Blackhawks,0,1
NY Islanders Islanders,Winnipeg Jets,3,4
Nashville Predators,Arizona Coyotes,3,3
Carolina Hurricanes,NY Rangers Rangers,2,2
San Diego Sockers,Dallas Stars,0,4
Edmonton Oilers,Colorado Avalanche,4,3
Florida Panthers,Ottawa Senators,3,2
Nashville Predators,Florida Panthers,2,2
Colorado Avalanche,St Louis Blues,5,0
Dallas Stars,NY Rangers Rangers,3,2
Montreal Canadiens,NY Islanders Islanders,6,4
Detroit Red Wings,Minnesota Wild,4,4
Vancouver Canucks,Montreal Canadiens,3,2
Colorado Avalanche,Nashville Predators,0,3
Washington Capitals,Boston Bruins,3,0
Dallas Stars,Buffalo Sabres,4,3
Florida Panthers,New Jersey Devils,3,2
Florida Panthers,Carolina Hurricanes,6,1
Philadelphia Flyers,Florida Panthers,1,1
Pittsburgh Penguins,Montreal Canadiens,1,4
Boston Bruins,Montreal Canadiens,0,2
Boston Bruins,Ottawa Senators,2,2
Philadelphia Flyers,Calgary Flames,2,3
Boston Bruins,Buffalo Sabres,1,1
Colorado Avalanche,Nashville Predators,3,0
Chicago Blackhawks,Edmonton Oilers,1,1
Detroit Red Wings,Toronto Maple Leafs,1,1
Chicago Blackhawks,Montreal Canadiens,4,3
Vancouver Canucks,Buffalo Sabres,5,2
Philadelphia Flyers,Tampa Bay Lightning,7,3
Nashville Predators,Calgary Flames,2,5
Toronto Maple Leafs,Pittsburgh Penguins,1,2
Florida Panthers,San Diego Sockers,6,2
Detroit Red Wings,St Louis Blues,2,1
Edmonton Oilers,NY Rangers Rangers,0,2
Detroit Red Wings,Washington Capitals,1,2
Calgary Flames,Tampa Bay Lightning,1,2
Ottawa Senators,New Jersey Devils,2,3
Nashville Predators,Calgary Flames,2,2
Arizona Coyotes,Edmonton Oilers,7,4
Detroit Red Wings,Boston Bruins,2,1
Dallas Stars,Chicago Blackhawks,4,0
Carolina Hurricanes,Pittsburgh Penguins,2,3
Buffalo Sabres,Los Angeles Kings,1,0
NY Islanders Islanders,Arizona Coyotes,5,1
Florida Panthers,Philadelphia Flyers,2,1
Toronto Maple Leafs,Tampa Bay Lightning,5,2
Boston Bruins,NY Rangers Rangers,4,2
Ottawa Senators,Detroit Red Wings,2,3
NY Islanders Islanders,Washington Capitals,4,3
Columbus Blue Jackets,Pittsburgh Penguins,5,3
Vancouver Canucks,Los Angeles Kings,2,3
New Jersey Devils,NY Rangers Rangers,2,4
Minnesota Wild,Colorado Avalanche,5,0
Arizona Coyotes,San Jose Sharks,2,4
Chicago Blackhawks,Pittsburgh Penguins,1,1
Florida Panthers,Washington Capitals,1,1
NY Islanders Islanders,Detroit Red Wings,5,4
Buffalo Sabres,NY Rangers Rangers,1,3
Tampa Bay Lightning,Ottawa Senators,4,1
Washington Capitals,Los Angeles Kings,4,0
Montreal Canadiens,Winnipeg Jets,3,0
Detroit Red Wings,NY Rangers Rangers,3,2
San Diego Sockers,St Louis Blues,3,0
Carolina Hurricanes,Nashville Predators,2,1
Detroit Red Wings,Florida Panthers,2,2
Detroit Red Wings,Ottawa Senators,1,1
New Jersey Devils,Dallas Stars,2,2
Washington Capitals,Buffalo Sabres,6,1
Nashville Predators,Edmonton Oilers,3,2
San Diego Sockers,Nashville Predators,4,2
Winnipeg Jets,Pittsburgh Penguins,3,3
Chicago Blackhawks,Tampa Bay Lightning,2,2
Vancouver Canucks,NY Islanders Islanders,3,2
Boston Bruins,St Louis Blues,2,0
Detroit Red Wings,Florida Panthers,3,4
Dallas Stars,Nashville Predators,2,3
Buffalo Sabres,Ottawa Senators,4,4
Chicago Blackhawks,St Louis Blues,1,2
Buffalo Sabres,NY Rangers Rangers,0,2
Montreal Canadiens,Boston Bruins,6,4
St Louis Blues,San Jose Sharks,7,2
Carolina Hurricanes,Philadelphia Flyers,2,2
Philadelphia Flyers,Nashville Predators,2,2
San Diego Sockers,NY Islanders Islanders,2,3
Philadelphia Flyers,NY Rangers Rangers,0,3
Edmonton Oilers,Buffalo Sabres,3,2
NY Islanders Islanders,Florida Panthers,2,4
San Jose Sharks,Vancouver Canucks,2,3
Florida Panthers,Minnesota Wild,4,7
NY Rangers Rangers,Columbus Blue Jackets,4,6
Arizona Coyotes,Carolina Hurricanes,1,2
Colorado Avalanche,Winnipeg Jets,3,2
Detroit Red Wings,New Jersey Devils,4,1
Detroit Red Wings,Colorado Avalanche,5,1
NY Islanders Islanders,Carolina Hurricanes,1,1
Tampa Bay Lightning,NY Rangers Rangers,2,1
Vancouver Canucks,Los Angeles Kings,3,2
Philadelphia Flyers,Ottawa Senators,2,2
Arizona Coyotes,Nashville Predators,3,2
Montreal Canadiens,Boston Bruins,1,4
Carolina Hurricanes,Vancouver Canucks,4,1
Chicago Blackhawks,Calgary Flames,2,3
Nashville Predators,San Jose Sharks,7,2
Carolina Hurricanes,Ottawa Senators,2,1
Carolina Hurricanes,Winnipeg Jets,3,1
Los Angeles Kings,Arizona Coyotes,6,0
Toronto Maple Leafs,Pittsburgh Penguins,2,1
St Louis Blues,Edmonton Oilers,8,3
Tampa Bay Lightning,Philadelphia Flyers,1,3
Detroit Red Wings,Tampa Bay Lightning,3,4
Ottawa Senators,Tampa Bay Lightning,6,3
Arizona Coyotes,Carolina Hurricanes,4,5
Pittsburgh Penguins,Los Angeles Kings,3,1
Los Angeles Kings,Philadelphia Flyers,2,1
Dallas Stars,St Louis Blues,3,2
San Diego Sockers,Arizona Coyotes,5,2
Philadelphia Flyers,Florida Panthers,1,1
Toronto Maple Leafs,Edmonton Oilers,3,2
New Jersey Devils,Florida Panthers,0,3
San Jose Sharks,NY Rangers Rangers,5,4
Detroit Red Wings,New Jersey Devils,3,4
Colorado Avalanche,NY Rangers Rangers,3,1
Los Angeles Kings,San Jose Sharks,1,5
San Jose Sharks,Dallas Stars,5,1
Winnipeg Jets,NY Islanders Islanders,3,4
St Louis Blues,NY Rangers Rangers,4,3
Columbus Blue Jackets,Arizona Coyotes,5,2
New Jersey Devils,Carolina Hurricanes,2,2
Dallas Stars,Tampa Bay Lightning,4,3
Buffalo Sabres,Tampa Bay Lightning,1,4
Arizona Coyotes,Winnipeg Jets,4,2
Vancouver Canucks,Minnesota Wild,5,4
Florida Panthers,NY Rangers Rangers,4,5
Toronto Maple Leafs,Edmonton Oilers,3,0
